paper_id,ref_title,ref_journal
15472450.2013.806736,The impacts of time of day pricing on car user behavior: Findings from the Port Authority of New York and New Jersey's initiative,NA
15472450.2013.806736,The impacts of time of day pricing on the behavior of freight carriers in a congested urban area: Implications to road pricing,NA
15472450.2013.806736,Assignment problems and the location of economic activities,NA
15472450.2013.806736,Staggered working hours,NA
15472450.2013.806736,"Flextime, traffic congestion and urban productivity",NA
15472450.2013.806736,Staggered work hours in manhattan,NA
15472450.2013.806736,The effect of staggered working hours on traffic volumes at a large industrial complex,NA
15472450.2013.806736,A link-based variational inequality model for dynamic departure time/route choice,NA
15472450.2013.806736,P-complete approximation problems,NA
15472450.2013.806736,The impact of advanced traveler information services on travel time and schedule delay costs,NA
15472450.2013.806736,Dynamic traffic assignment: Properties and extensions,NA
15472450.2013.806736,Congestion theory and transport investment,NA
15472450.2013.806736,"Some theoretical aspects of road traffic research. Proceedings of the Institute of Civil Engineers Part II,",NA
15472450.2013.806736,Modelling externalities using dynamic traffic assignment models: A review,NA
15472450.2013.806736,Correcting the market failure in work trips with work rescheduling: an analysis using bi-level models for the firm-workers interplay,NA
15472450.2013.806843,Enhancing the universality and transferability of freeway incident detection using a Bayesian-based neural network,"Transportation Research, Part C: Emerging Technologies"
15472450.2013.806843,Preprocessor feature extractor and post processor probabilistic output interpreter for improved freeway incident detection,Transportation Research Record
15472450.2013.806843,Fuzzy-wavelet RBFNN model for freeway incident detection,"Journal of Transportation Engineering, ASCE"
15472450.2013.806843,Application of time-series analysis techniques to freeway incident detection,Transportation Research Record
15472450.2013.806843,Automatic incident detection within urban traffic control systems,Proceedings of the Roads and Traffic 2000 Conference
15472450.2013.806843,Incident detection and traffic monitoring in urban areas,Proceedings of DRIVE Conference on Advanced Telematics in Road Transport
15472450.2013.806843,Improved freeway incident detection using fuzzy set theory,Transportation Research Record
15472450.2013.806843,Smoothing algorithms for incident detection,Transportation Research Record
15472450.2013.806843,Investigation of a neural network for freeway incident detection,UCI-ITS-WP
15472450.2013.806843,Automated Detection of Lane-Blocking Freeway Incidents Using Artificial Neural Networks,Transportation Research. Part C: Emerging Technologies
15472450.2013.806843,Detection of freeway capacity-reducing incidents by traffic-stream measurements,Transportation Research Record
15472450.2013.806843,Incident detection on an arterial roadway,Transportation Research Record
15472450.2013.806843,Development and evaluation of neural network freeway incident detection models using field data,"Transportation Research, Part C: Emerging Technologies"
15472450.2013.806843,Development and evaluation of arterial incident detection models using fusion of simulated probe vehicle and loop detector data,Information Fusion
15472450.2013.806843,Incident detection on urban freeway,Transportation Research Record
15472450.2013.806843,A fuzzy-based system for incident detection in urban street networks,Transportation Research Part C
15472450.2013.806843,Incident detection in urban roads using computer image processing,Traffic Engineering and Control
15472450.2013.806843,Data fusion of fixed detection and probe vehicle data for incident detection,Computer-Aided Civil & Infrastructure Engineering
15472450.2013.806843,Development and adaptation of constructive probabilistic neural network in freeway incident detection,"Transportation Research, Part C: Emerging Technologies"
15472450.2013.806843,Comparison of the fuzzy-wavelet RBFNN freeway incident detection model with the California algorithm,"Journal of Transportation Engineering, ASCE"
15472450.2013.806843,Application of a dynamic model for arterial street incident detection,Intelligent Transportation Systems Journal
15472450.2013.806843,Incident detection: A Bayesian approach,Transportation Research Record
15472450.2013.806843,Development of a fuzzy-expert system for incident detection and classification,Mathematical and Computer Modelling
15472450.2013.806843,Characterization of incidents on an urban arterial road,Journal of Advanced Transportation
15472450.2013.806843,Heavy flow-based incident detection algorithm using information from two adjacent detector stations,Intelligent Transportation Systems Journal
15472450.2013.806843,A theory for multiresolution signal decomposition: The wavelet representation,IEEE Transactions on Pattern Analysis and Machine Intelligence
15472450.2013.806843,ROC dependent event isolation method for image processing based assessment of corroded harbour structures,Structure and Infrastructure Engineering
15472450.2013.806843,Freeway incident-detection algorithms based on decision trees with states,Transportation Research Record
15472450.2013.806843,Congestion identification aspects of the McMaster incident detection algorithm,Transportation Research Record
15472450.2013.806843,Simulation of freeway incident detection using artificial neural networks,"Transportation Research, Part C: Emerging Technologies"
15472450.2013.806843,"The α-δ method for modelling expert Judgment and combination of NDT tools in RBI context: Application to marine structures, structure and infrastructure engineering: Maintenance, management, life-cycle design and performance (NSIE)","Monitoring, Modeling and Assessment of Structural Deterioration in Marine Environments"
15472450.2013.806843,Arterial incident detection using fixed detector and probe vehicle data,"Transportation Research, Part C: Emerging Technologies"
15472450.2013.806843,A reduced multivariate polynomial based neural network model pattern classifier for freeway incident detection,IJCNN
15472450.2013.806843,Artificial neural networks for freeway incident detection,Transportation Research Record
15472450.2013.806843,Application of wavelet technique to freeway incident detection,"Transportation Research, Part C: Emerging Technologies"
15472450.2013.806843,Real-time evaluation of freeway quality of traffic service,Highway Research Record
15472450.2013.806843,Traffic management center use of incident detection algorithms: Findings of a nationwide survey,IEEE Transactions on Intelligent Transportation Systems
15472450.2013.806843,Incident detection using support vector machines,Transportation Research Part C: Emerging Technologies
15472450.2013.806843,Effective arterial road incident detection: A Bayesian network based algorithm,Transportation Research Part C
15472450.2014.889953,The simulated trading heuristic for solving vehicle routing problems,NA
15472450.2014.889953,Last mile distribution in humanitarian relief,NA
15472450.2014.889953,Simulating activities of the transportation company through multi-agent system solving the dynamic vehicle routing problem,NA
15472450.2014.889953,A two-stage hybrid local search for the vehicle routing problem with time windows,NA
15472450.2014.889953,From one to many: Planning for loosely coupled multi-agent systems,"Proceedings of the Eighteenth International Conference on Automated Planning and Scheduling, ICAPS 2008, Sydney, Australia, September 14–18, 2008"
15472450.2014.889953,"Vehicle routing problem with time windows, part I route construction and local search algorithms",NA
15472450.2014.889953,"Vehicle routing problem with time windows, part II metaheuristics",NA
15472450.2014.889953,Efficient insertion heuristics for vehicle routing and scheduling problems,NA
15472450.2014.889953,Improved multi-agent system for the vehicle routing problem with time windows,NA
15472450.2014.889953,An analysis of agent-based approaches to transport logistics,NA
15472450.2014.889953,Negotiation as a metaphor for distributed problem solving,NA
15472450.2014.889953,Cooperative transportation scheduling: An application domain for DAI,NA
15472450.2014.889953,A two-phase hybrid metaheuristic for the vehicle routing problem with time windows,NA
15472450.2014.889953,Modular framework for simulation modelling of interaction-rich transport systems,Modular framework for simulation modelling of interaction-rich transport systems
15472450.2014.889953,Parallel solver for vehicle routing and pickup and delivery problems with time windows based on agent negotiation,"2012 IEEE International Conference on Systems, Man, and Cybernetics (SMC)"
15472450.2014.889953,In-time agent-based vehicle routing with a stochastic improvement heuristic,"(pp. 864–869). Menlo Park, CA:"
15472450.2014.889953,Domain-independent multi-agent plan repair,NA
15472450.2014.889953,Plan representation and execution in multi-actor scenarios by means of social commitments,NA
15472450.2014.889953,A multi-agent algorithm for vehicle routing problem with time window,NA
15472450.2014.889953,A two-stage heuristic with ejection pools and generalized ejection chains for the vehicle routing problem with time windows,NA
15472450.2014.889953,The fleet size and mix vehicle routing problem with time windows,NA
15472450.2014.889953,A new insertion-based construction heuristic for solving the pickup and delivery problem with hard time windows,NA
15472450.2014.889953,Active guided evolution strategies for large-scale vehicle routing problems with time windows,NA
15472450.2014.889953,Edge assembly crossover for the capacitated vehicle routing problem,COP’07
15472450.2014.889953,A powerful route minimization heuristic for the vehicle routing problem with time windows,NA
15472450.2014.889953,A penalty-based edge assembly memetic algorithm for the vehicle routing problem with time windows,NA
15472450.2014.889953,"A general, fully distributed multi-agent planning algorithm",AAMAS ‘10
15472450.2014.889953,A branch-and-price-based large neighborhood search algorithm for the vehicle routing problem with time windows,NA
15472450.2014.889953,The multi-shift vehicle routing problem with overtime,NA
15472450.2014.889953,"Multi-agent systems for real time resource allocation, scheduling, optimization and controlling: Industrial applications",NA
15472450.2014.889953,Algorithms for the vehicle routing and scheduling problems with time window constraints,NA
15472450.2014.889953,Agents towards vehicle routing problems,AAMAS ‘10
15472450.2014.889953,Abstract architecture for task-oriented multi-agent problem solving,NA
15472450.2014.889953,A survey on vehicle routing problem with loading constraints,CSO ‘09
15472450.2014.889960,A framework for the evaluation of system safety benefits of intelligent cruise control systems,NA
15472450.2014.889960,Intelligent vehicle applications worldwide,NA
15472450.2014.889960,Smote: Synthetic minority over-sampling technique,NA
15472450.2014.889960,Testing for asymmetric information in insurance markets,NA
15472450.2014.889960,MetaCost: A general method for making classifiers cost-sensitive,NA
15472450.2014.889960,A comparative analysis of methods for pruning decision trees,NA
15472450.2014.889960,Type a behavior and occupational stress: a cross-cultural study of blue-collar workers,NA
15472450.2014.889960,"Association of specific overt behavior pattern with blood and cardiovascular findings: Blood cholesterol level, blood clotting time, incidence of arcus senilis, and clinical coronary artery disease",NA
15472450.2014.889960,"A critical view of driver behavior models: What do we know, what should we do?",NA
15472450.2014.889960,ACC+Stop&go maneuvers with throttle and brake fuzzy control,NA
15472450.2014.889960,Adaptive fuzzy control for inter-vehicle gap keeping,NA
15472450.2014.889960,Exploiting learning techniques for the acquisition of user stereotypes and communities,NA
15472450.2014.889960,Learning with continuous classes,NA
15472450.2014.889960,Field evaluation of safety impacts of adaptive cruise control,NA
15472450.2014.889960,User modeling via stereotypes,NA
15472450.2014.889960,Modeling agents through bounded rationality theories,NA
15472450.2014.889960,Modeling agents based on aspiration adaptation theory,NA
15472450.2014.889960,Combining psychological models with machine learning to better predict people’s decisions,NA
15472450.2014.889960,Towards adjustable autonomy for the real world,NA
15472450.2014.889960,Vehicle trajectory effects of adaptive cruise control,NA
15472450.2014.889960,The impact of cooperative adaptive cruise control on traffic-flow characteristics,NA
15472450.2014.889960,Using focal point learning to improve human-machine tacit coordination,NA
15472450.2013.856718,Situated cellular agents: A model to simulate crowding dynamics,IEICE Transactions on Information and Systems: Special Issues on Cellular Automata
15472450.2013.856718,Agent based modeling and simulation: An informatics perspective,Journal of Artificial Societies and Social Simulation
15472450.2013.856718,An agent model of pedestrian and group dynamics: Experiments on group cohesion,AI*IA
15472450.2013.856718,Agent based pedestrian modeling [Editorial],Environment and Planning B: Planning and Design
15472450.2013.856718,Cellular automata microsimulation of bi-directional pedestrian flows,Transportation Research Record
15472450.2013.856718,Makksim: Dealing with pedestrian groups in mas-based crowd simulation,WOA
15472450.2013.856718,A comparison of grid-based and continuous space pedestrian modelling software: Analysis of two UK train stations,Pedestrian and evacuation dynamics
15472450.2013.856718,Pedestrian flow through multiple bottlenecks,Physics Review E
15472450.2013.856718,Social force model for pedestrian dynamics,Physics Review E
15472450.2013.856718,Agent-based modelling of forces in crowds,"Multi-agent and multi-agent-based simulation, Joint workshop MABS 2004, New York, NY, USA, July 19, 2004, Revised selected papers"
15472450.2013.856718,Friction effects and clogging in a cellular automaton model for pedestrian dynamics,Physical Review E
15472450.2013.856718,Simulation of evacuation processes using a bionics-inspired cellular automaton model for pedestrian dynamics,Physica A: Statistical Mechanics and its Applications
15472450.2013.856718,About the role of the environment in multi-agent simulations,NA
15472450.2013.856718,A cellular automaton model for crowd movement and egress simulation,A cellular automaton model for crowd movement and egress simulation
15472450.2013.856718,Towards an agent-based proxemic model for pedestrian and group dynamic,WOA
15472450.2013.856718,Towards an agent-based proxemic model for pedestrian and group dynamics: Motivations and first experiments,Proceedings of 10th International Conference on Autonomous Agents and Multiagent Systems—Innovative applications track (AAMAS 2011)
15472450.2013.856718,A new method for evaluation of level of service in pedestrian facilities,Transportation Research Part A
15472450.2013.856718,The walking behaviour of pedestrian social groups and its impact on crowd dynamics,PLoS One
15472450.2013.856718,Hierarchical model for real time simulation of virtual human crowds,IEEE Transactions on Visualization and Comput Graphics
15472450.2013.856718,Extended floor field ca model for evacuation dynamics,IEICE Transactions on information and systems
15472450.2013.856718,Toward smooth movement of crowds,Pedestrian and evacuation dynamics 2008
15472450.2013.856718,Activity-driven populace: A cognitive approach to crowd simulation,IEEE Computer Graphics and Applications
15472450.2013.856718,Modeling group structures in pedestrian crowd simulation,Simulation Modelling Practice and Theory
15472450.2013.856718,An interactive model for steering behaviors of groups of characters,Applied Artificial Intelligence
15472450.2013.856718,Modeling groups of pedestrians in least effort crowd movements using cellular automata,Asia international conference on modelling and simulation
15472450.2013.856718,Ca approach to collective phenomena in pedestrian dynamics,"Cellular automata, 5th International conference on cellular automata for research and industry, ACRI 2002"
15472450.2013.856718,"Evacuation dynamics: Empirical results, modeling and applications",Encyclopedia of complexity and systems science
15472450.2013.856718,Autonomous pedestrians,Graphical Models
15472450.2013.856718,Modelling subgroup behaviour in crowd dynamics DEM simulation,Applied Mathematical Modelling
15472450.2013.856718,"Escapes—Evacuation simulation with children, authorities, parents, emotions, and social comparison",Proceedings of 10th International Conference on Autonomous Agents and Multiagent Systems—Innovative applications track (AAMAS 2011)
15472450.2013.856718,Adaptive pedestrian behaviour for the preservation of group cohesion,Complex Adaptive Systems Modeling
15472450.2013.856718,Crowd dynamics modeling in the light of proxemic theories,ICAISC (2). Lecture Notes in Computer Science
15472450.2013.856718,Human movement behaviour in urban spaces: Implications for the design and modelling of effective pedestrian environments,Environment and Planning B
15472450.2013.856718,A simulation of bonding effects and their impacts on pedestrian dynamics,IEEE Transactions on Intelligent Transportation Systems
15472450.2014.889964,A new stochastic discrete-event micro simulation model for evaluating traffic operations at electronic toll collection plazas,NA
15472450.2014.889964,"Information gain, novelty seeking and travel: A model of dynamic activity-travel behavior under conditions of uncertainty",NA
15472450.2014.889964,Representing mental maps and cognitive learning in micro-simulation models of activity-travel choice dynamics,NA
15472450.2014.889964,Framework for the development of the agent-based dynamic activity planning and travel scheduling (ADAPTS) model,NA
15472450.2014.889964,MATSim-T: Architecture and simulation times,NA
15472450.2014.889964,A review on agent-based technology for traffic and transportation,NA
15472450.2014.889964,PARKAGENT: An agent-based model of parking in the city,NA
15472450.2014.889964,YAES: A modular simulator for mobile networks,"Proceedings of the 8th ACM international symposium on Modeling, analysis and simulation of wireless and mobile systems"
15472450.2014.889964,Agent-oriented traffic simulation,NA
15472450.2014.889964,An extended reinforcement algorithm for estimation of human behaviour in experimental congestion games,NA
15472450.2014.889964,A behavioral multi-agent model for road traffic simulation,NA
15472450.2014.889964,Microscopic traffic simulation with reactive driving agents,Proceedings of IEEE
15472450.2014.889964,ARCHISIM: A behavioral multi-actors traffic simulation model for the study of a traffic system including ITS aspects,NA
15472450.2014.889964,"Social influences on household location, mobility and activity choice in integrated micro-simulation models",NA
15472450.2014.889964,Reconciling strategic and tactical decision making in agent-oriented simulation of vehicles in urban traffic,Proceedings of the 4th International ICST Conference on Simulation Tools and Techniques
15472450.2014.889964,"Is it an agent, or just a program?: A taxonomy for autonomous agents","Intelligent agents III: Agent theories, architectures, and languages"
15472450.2014.889964,A model for the structure of lane-changing decisions,NA
15472450.2014.889964,A coupled multi-agent microsimulation of social interactions and transportation behavior,NA
15472450.2014.889964,The effects of social networks on choice set dynamics: Results of numerical simulations using an agent-based approach,NA
15472450.2014.889964,Driver behavior and preferences for changeable message signs and variable speed limits in reduced visibility conditions,NA
15472450.2014.889964,Driver assistance systems for transport system efficiency: Influencing factors on user acceptance,NA
15472450.2014.889964,Modelling dual carriageway lane changing using neural networks,NA
15472450.2014.889964,Large-scale agent-based combined traffic simulation of private cars and commercial vehicles,NA
15472450.2014.889964,General lane-changing model MOBIL for car-following models,NA
15472450.2014.889964,Agents for traffic simulation,NA
15472450.2014.889964,Adaptive cruise control design for active congestion avoidance,NA
15472450.2014.889964,A merging–giveway interaction model of cars in a merging section: A game theoretic analysis,NA
15472450.2014.889964,Simulated route decision behaviour: Simple heuristics and adaptation,NA
15472450.2014.889964,Agent-based route (and mode) choice simulation in real-world networks,Proceedings of 2011 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology (WI-IAT)
15472450.2014.889964,Traffic behavioral simulation in urban and suburban – representation of the drivers’ environment,NA
15472450.2014.889964,A hybrid tree approach to modeling alternate route choice behavior with online information,NA
15472450.2014.889964,Towards a more accurate agent-based multi-lane highway simulation,Proceedings of International Workshop on Agents in Traffic and Transportation (ATT10)
15472450.2014.889964,Lane-changing decision model for heavy vehicle drivers,NA
15472450.2014.889964,A cellular automaton model for freeway traffic,NA
15472450.2014.889964,Assessment of freeway traffic parameters leading to lane-change related collisions,NA
15472450.2014.889964,A fuzzy neural approach to modelling behavioural rules in agent-based route choice models,Proceedings of International Workshop on Agents in Traffic and Transportation (ATT06)
15472450.2014.889964,Multi agent simulation of unorganized traffic,Proc. of the First International Joint Conference on Autonomous Agents and Multi-Agent Systems: Part 1
15472450.2014.889964,Using BDI agents to improve driver modelling in a commuter scenario,NA
15472450.2014.889964,Expert knowledge-guided travel demand estimation: neuro-fuzzy approach,NA
15472450.2014.889964,"A heterogeneous latent class model of activity rescheduling, route choice and information acquisition decisions under multiple uncertain events",NA
15472450.2014.889964,A driver modeling methodology using hypothetical reasoning for multiagent traffic simulation,NA
15472450.2014.889964,NetLogo: Design and implementation of a multi-agent modeling environment,Proceedings of Agent
15472450.2014.889964,Congested traffic states in empirical observations and microscopic simulations,NA
15472450.2014.889964,"Delays, inaccuracies and anticipation in microscopic traffic models",NA
15472450.2013.856721,Conversation limits the functional field of view,NA
15472450.2013.856721,Large-scale multi-agent simulations for transportation applications,NA
15472450.2013.856721,Let's talk objects: Generic methodology for urban high-resolution simulation,NA
15472450.2013.856721,A behavioral multi-agent model for road traffic simulation,NA
15472450.2013.856721,Design of reinforcement learning parameters for seamless application of adaptive traffic signal control,NA
15472450.2013.856721,Motion planning in dynamic environments using velocity obstacles,NA
15472450.2013.856721,Characterization of pedestrian accidents and an examination of infrastructure measures to improve pedestrian safety in Israel,NA
15472450.2013.856721,How long does it take to stop?—Methodological analysis of driver perception-brake times,NA
15472450.2013.856721,An evaluation of crosswalk warning systems: Effects on pedestrian and vehicle behavior,NA
15472450.2013.856721,Microscopic calibration and validation of pedestrian models: Cross-comparison of models using experimental data,NA
15472450.2013.856721,Behavioural issues in pedestrian speed choice and street crossing behaviour: A review,NA
15472450.2013.856721,Traffic behavioral simulation in urban and suburban—Representation of the drivers’ environment,"Proceedings of the 10th International Conference on Practical Applications of Agents and Multi-Agents Systems, PAAMS 12"
15472450.2013.856721,A study of driver behavior under potential threats in vehicle traffic,NA
15472450.2013.856721,Pedestrian countdown signals: Experience with an extensive pilot installation,NA
15472450.2013.856721,The magical number seven plus or minus two: Some limits on our capacity for processing information,NA
15472450.2013.856721,Very rapid forgetting,NA
15472450.2013.856721,"Very rapid forgetting: Reply to Cunningham, Healy, Till, Fendrich, and Dimitry",NA
15472450.2013.856721,A cellular automaton model for freeway traffic,NA
15472450.2013.856721,A critical assessment of pedestrian behaviour models,NA
15472450.2013.856721,Short-term retention of individual verbal items,NA
15472450.2013.856721,Mapping patterns of pedestrian fatal accidents in Israel,NA
15472450.2013.856721,Evaluating pedestrian safety countermeasures,NA
15472450.2013.856721,"Specification, estimation and validation of a pedestrian walking behavior model",NA
15472450.2013.856721,Empirical behavioral models to support alternative tools for the analysis of mixed-priority pedestrian–vehicle interaction in a highway capacity context,NA
15472450.2013.856721,Analysis of braking and steering performance in car-following scenarios,"Proceedings of 2003 SAE World Congress,"
15472450.2013.856721,The hybrid reciprocal velocity obstacle,NA
15472450.2013.856721,Driven to distraction: Dual-task studies of simulated driving and conversing on a cellular telephone,NA
15472450.2013.856721,Modeling of motorist pedestrian interaction at uncontrolled mid-block crosswalks,Proceedings of the 82d Annual Meeting of the Transportation Research Board
15472450.2013.856721,Reciprocal velocity obstacles for real-time multi-agent navigation,Proceedings of IEEE International Conference on Robotics and Automation USA
15472450.2013.856721,Modeling the effects of weather and traffic on the risk of secondary incidents,NA
15472450.2013.856721,Study of pedestrians’ gap acceptance behavior when they jaywalk outside crossing facilities,"Proceedings of 13th International IEEE Conference Intelligent on Transportation Systems, Portugal"
15472450.2013.856721,Modeling mixed traffic flow at crosswalks in micro-simulations using cellular automata,NA
15472450.2013.856721,An optimization model for guiding pedestrian-vehicle mixed flows during an emergency evacuation,NA
15472450.2014.941758,Ant colony optimization for traffic dispersion routing,NA
15472450.2014.941758,Large-scale multi-agent simulations for transportation applications,NA
15472450.2014.941758,Re-routing agents in an abstract traffic scenario,NA
15472450.2014.941758,Avoiding traffic jam using ant colony optimization – A novel approach,NA
15472450.2014.941758,Simulation of pedestrians crossing a street,NA
15472450.2014.941758,Towards autonomic road transport support systems,Towards autonomic road transport support systems
15472450.2014.941758,From GIS to mixed traffic simulation in urban scenarios,NA
15472450.2014.941758,GIS-based traffic simulation using OSM,NA
15472450.2014.941758,Ant colony optimization theory: A survey,NA
15472450.2014.941758,Integration of information and optimization models for vehicle routing in urban areas,NA
15472450.2014.941758,Car-to-car communication,Car-to-car communication
15472450.2014.941758,An iterative algorithm to determine the dynamic user equilibrium in a traffic simulation model,NA
15472450.2014.941758,Traffic prediction for agent route planning,NA
15472450.2014.941758,A study of traffic capacity,NA
15472450.2014.941758,Simulation studies on adaptive route decision and the influence of information on commuter scenarios,NA
15472450.2014.941758,Real-time adaptive A*,NA
15472450.2014.941758,Real-time heuristic search,NA
15472450.2014.941758,Ant colony inspired algorithm for adaptive traffic routing,NA
15472450.2014.941758,Learning dynamic adaptation strategies in agent-based traffic simulation experiments,NA
15472450.2014.941758,Dissolution of traffic jam via additional local interactions,NA
15472450.2014.941758,A cellular automaton model for freeway traffic,NA
15472450.2014.941758,Self-organising congestion evasion strategies using ant-based pheromones,NA
15472450.2014.941758,Iterative route planning for modular transportation simulation,"Proceedings of the Swiss Transport Research Conference,"
15472450.2014.941758,Towards a microscopic traffic simulation of all of Switzerland,NA
15472450.2014.941758,Optimal and efficient path planning for partially-known environments,NA
15472450.2014.941758,Experimental study of effects of travel time distribution information on dynamic route choice behavior,NA
15472450.2014.941758,An artificial market for efficient allocation of road transport networks,NA
15472450.2014.941758,A market-inspired approach for intersection management in urban road traffic networks,NA
15472450.2014.941758,Simulation des Straßenverkehrsflusses,NA
15472450.2014.941759,Dynamic pickup and delivery problems,NA
15472450.2014.941759,Partial-order planning with concurrent interacting actions,NA
15472450.2014.941759,From one to many: Planning for loosely coupled multi-agent systems,Proc. ICAPS 2008
15472450.2014.941759,Planning Games,NA
15472450.2014.941759,Planning Games,NA
15472450.2014.941759,Time-dependent networks as models to achieve fast exact time-table queries,NA
15472450.2014.941759,POPF2: A forward-chaining partial order planner,NA
15472450.2014.941759,The dial-a-ride problem: models and algorithms,NA
15472450.2014.941759,An efficient algorithm for multiagent plan coordination,NA
15472450.2014.941759,Efficient and distributable methods for solving the multiagent plan coordination problem,NA
15472450.2014.941759,Introduction to planning in multiagent systems,NA
15472450.2014.941759,Accelerating multi-modal route planning by access-nodes,NA
15472450.2014.941759,μ-satplan: Multi-agent planning as satisfiability,NA
15472450.2014.941759,A tractable heuristic that maximizes global utility through local plan combination,NA
15472450.2014.941759,Modal split of passenger transport.,NA
15472450.2014.941759,Theory and algorithms for plan merging,NA
15472450.2014.941759,Multi-modal and demand-responsive passenger transport systems: A modeling framework with embedded control systems,NA
15472450.2014.941759,Applying strategic multiagent planning to real-world travel sharing problems,NA
15472450.2014.941759,The SGPlan Planning System in IPC-6,NA
15472450.2014.941759,Scaling up multiagent planning: A best-response approach,NA
15472450.2014.941759,A multimodal trip planning system with real-time traffic and transit information,NA
15472450.2014.941759,Potential games,NA
15472450.2014.941759,"A general, fully distributed multi-agent planning algorithm",NA
15472450.2014.941759,,Special travel statistics (Level 1).
15472450.2014.941759,Multi-modal route planning,NA
15472450.2014.941759,Efficient models for timetable information in public transportation systems,NA
15472450.2014.941759,The LAMA planner. Using landmark counting in heuristic search,NA
15472450.2014.941759,An approach to multi-agent planning with incomplete information,NA
15472450.2014.941759,"Merging plans with quantitative temporal constraints, temporally extended actions, and conditional branches",NA
15472450.2014.941759,Of mechanism design and multiagent planning,NA
15472450.2014.941759,Peer-to-peer shared ride systems,NA
15472450.2014.941759,Study on eco-route planning algorithm and environmental impact assessment,NA
15472450.2013.856714,The theory of planned behavior,NA
15472450.2013.856714,"Social context, personal norms and the use of public transportation: Two field studies",NA
15472450.2013.856714,The effects of rational and habitual factors on mode choice behaviors in a motorcycle-dependent region: Evidence from Taiwan,NA
15472450.2013.856714,What type of vehicle do people drive? The role of attitude and lifestyle in influencing vehicle type choice,NA
15472450.2013.856714,Goal-setting considerations for persuasive technologies that encourage physical activity,Proceedings of the 4th International Conference on Persuasive Technology
15472450.2013.856714,Activity sensing in the wild: A field trial of UbiFit garden,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
15472450.2013.856714,The selection of a mode of urban transportation: Integrating psychological variables to discrete choice models,NA
15472450.2013.856714,UbiGreen: Investigating a mobile tool for tracking and supporting green transportation habits,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
15472450.2013.856714,Reducing family car-use by providing travel advice or requesting behavioral plans: An experimental analysis of travel feedback programs,NA
15472450.2013.856714,Goal achievement: The role of intentions,NA
15472450.2013.856714,Infotropism: living and robotic plants as interactive displays,"Proceedings of the 5th Conference on Designing Interactive Systems: Processes, Practices, Methods, and Techniques"
15472450.2013.856714,Overcoming battery life problems of smartphone when creating automated travel diaries,Proceedings of the 13th International Conference on Travel Behavior Research
15472450.2013.856714,Show-me: Water consumption at a glance to promote water conservation in the shower,Proceedings of the 4th International Conference on Persuasive Technology
15472450.2013.856714,Using mobile & personal sensing technologies to support health behavior change in everyday life: Lessons learned,Proceedings of the AMIA Annual Symposium
15472450.2013.856714,Design characteristics of National Travel Surveys: International comparison for 10 countries,NA
15472450.2013.856714,Fish’n’Steps: Encouraging physical activity with an interactive computer game,Proceedings of UbiComp 2006: Ubiquitous computing
15472450.2013.856714,Leveraging social networks to motivate individuals to reduce their ecological footprints,"Proceedings of the 40th Annual Hawaii International Conference on System Sciences, HICSS"
15472450.2013.856714,"Theory of reasoned action, theory of planned behavior, and the integrated behavioral model",NA
15472450.2013.856714,Value structures behind pro-environmental behavior,NA
15472450.2013.856714,perFrames: Persuasive picture frames for proper posture,NA
15472450.2013.856714,Toward a comprehensive model of change,NA
15472450.2013.856714,Travel blending: An Australian travel awareness initiative,NA
15472450.2013.856714,Modelling heterogeneity in young persons night-time choices—Accounting for attitude towards alcohol consumption,Proceedings of the 10th Swiss Transport Research Conference
15472450.2013.856714,Pinch media data shows the average shelf life of an iPhone app is less than 30 days,NA
15472450.2013.856714,"The constructive, destructive, and reconstructive power of social norms",NA
15472450.2013.856714,Attitudes toward travel and land use and choice of residential neighborhood type: Evidence from the San Francisco Bay area,NA
15472450.2013.856714,New environmental theories: Toward a coherent theory of environmentally significant behavior,NA
15472450.2013.856714,Standards for household travel surveys-some proposed ideas,Proceedings of the 10th International Conference on Travel Behavior Research
15472450.2013.856714,Mobility management in Japan: Its development and meta-analysis of travel feedback programs,NA
15472450.2013.856714,Risk aversion to short connections in airline itinerary choice,NA
15472450.2013.856714,Transportation impacts of information provision & data collection via smartphones,Transportation Research Board 90th Annual Meeting
15472450.2013.856714,Incorporating the influence of latent modal preferences on travel mode choice behavior,NA
15472450.2015.1012865,The impact of dynamic message signs on satisfaction and diversion of toll road travelers,Journal of the Transportation Research Board (TRB)
15472450.2015.1012865,Extended framework for modeling choice behavior,Marketing Letters
15472450.2015.1012865,Hybrid choice models: Progress and challenges,Marketing Letters
15472450.2015.1012865,Integration of choice and latent variable models,Perpetual motion: Travel behaviour research opportunities and application challenges
15472450.2015.1012865,The impact of travel information's accuracy on route-choice,Transportation Research Part C
15472450.2015.1012865,BIOGEME: A free package for the estimation of discrete choice models,Proceedings of the 3rd Swiss Transportation Research Conference
15472450.2015.1012865,The impact of real-time information on choices during the commute trip: Evidence from a travel simulator,Growth and Change
15472450.2015.1012865,Effects of attitudes and socioeconomic and travel characteristics on stated route diversion: Structural equation modeling approach of road users in Bangkok,Transportation Research Record: Journal of the Transportation Research Board
15472450.2015.1012865,Route choice under uncertainty: Effects of recommendation,Transportation Research Record
