paper_id,abstract
15472450.2013.784653,"Bluetooth media access control (MAC) identification (ID) detection has been effectively used for near real-time traffic monitoring. Its continuous data collection capability by sampling actual traffic makes it feasible for permanent installation in the road with minimal cost and better data accuracy, both qualitatively and quantitatively. However, the delay calculated with simple matching of MAC IDs has some inherent errors due to the frequency hopping structure of Bluetooth detections. The detections of a Bluetooth device in a traveling vehicle can be thought of as random events varying in space and time. This article presents two models to calculate traffic control delay based on synchronized Bluetooth and global positioning system (GPS) probe vehicle data. The two models are based on the number of Bluetooth observed detections and the time duration between the first and the last detections. The proposed models were found to be more accurate than the existing practice and have the potential to be used for estimating intersection approach level-of-service (LOS) in near real time for evaluating and optimizing signal timing plans."
15472450.2012.696452,"Several approaches for travel time data collection based on the reading of time-stamped media access control addresses from Bluetooth-enabled devices have been reported in the literature recently. This new approach offers a number of advantages over more conventional methods, including lower costs of hardware and software, the volume of data that can be collected over time, and ease of implementation. A fundamental component that may affect the quantity and the quality of the travel time samples collected with a Bluetooth-based system is the antenna type utilized. Antenna characteristics such as polarization and gain must be matched to specific application environments to optimize the performance of a Bluetooth reader unit. However, experimental data that focuses on antenna characterization as it relates to the use of Bluetooth technology to assess the performance of transportation facilities is lacking. In this study, five different types of antennas were characterized to assess their suitability to support a Bluetooth-based travel time data collection system. The results indicate that vertically polarized antennas with gains between 9dBi and 12dBi are good candidates for travel time data collection. Also, different antenna types are better suited to different uses of the Bluetooth-based system. If the main focus is the collection of travel time data, then an antenna with a lower sampling rate may provide more accurate travel time samples."
15472450.2012.696449,"Anonymous probe vehicle monitoring systems are being developed to measure travel times on highways and arterials based on wireless signals available from technologies such as Bluetooth. Probe vehicle data can provide accurate measurements of current traffic speeds and travel times due to their excellent spatial coverage. However, presently probe vehicles are only a small portion of the vehicles that make up all of the traffic in the network. Alternatively, data from conventional loop detectors cover almost all the vehicles that have traveled along a road section, resulting in excellent temporal coverage. Unfortunately, loop detector measurements can be imprecise; their spatial sampling depends on the loop detector spacing, and they typically only represent traffic speed at the location of the detector and not over the entire road segment. With this complementarity in mind, this article explores several data fusion techniques for fusing data from these sources together. All methods are implemented and compared in terms of their ability to fuse data from loop detectors and probe vehicles to accurately estimate freeway traffic speeds. Data from a Bluetooth traffic monitoring system are fused with corresponding loop detector data and compared against GPS collected probe vehicle data on a stretch of Highway 401 in Toronto, Canada. The analysis shows that through data fusion, even a few probe vehicle measurements from a Bluetooth traffic monitoring system can improve the accuracy of traffic speed estimates traditionally obtained from loop detectors."
15472450.2012.748555,"Reliable travel time prediction enables both users and system controllers to be well informed of the future conditions on roadways. This in turn helps with informed pre-trip plans and effective traffic control strategies. This article studies short-time travel time prediction for stochastic freeway applications using real time Bluetooth travel time data. A set of four prediction models including historical average, auto-regressive integrated moving average (ARIMA), Kalman filter, and K-nearest neighbors (KNN), are implemented. A modified nonparametric model KNN-T is proposed that considers the traffic pattern features to enhance the basic KNN model with trend adjustment. The results of the prediction performances of each model from the case studies are investigated and reported. Results indicated that both nonparametric models, the basic KNN and KNN-T, outperformed the historical average, ARIMA, and Kalman filter models by decreasing the MAPE more than 10% for the all-day period and 20% for peak-hour periods in prediction accuracy. The proposed KNN-T model displayed 2.5% to 4.8% decrease in MAPE than KNN model for all-day and peak-hour periods, respectively, indicating that the KNN-T model captures not only the value but also the time-varying trend, which would lead to a more precise match with the future traffic conditions."
15472450.2012.712495,"Motor vehicles are significant contributors to urban air pollution and greenhouse gases. Common practice for estimating vehicle emissions in California calls for integrating travel forecasting models and emission models. However, static travel forecasting models are incapable of generating the detailed vehicle activity required for emission estimates. Further, the fleet mix is also assumed to be constant across different roadways and at all times of day. Therefore, this article attempts to develop a new approach to measure travel activity and vehicle mix using existing inductive loop detector data. However, this study does not intend to forecast future vehicle activity. The study found that current practices overestimate speeds as much as 5–25 mph, whereas the proposed method overestimates speed about 2 mph, compared to ground-truth speeds in a freeway corridor. Furthermore, contrary to current practice, the proposed model distinguishes the vehicle miles traveled (VMT) between light-duty vehicles and heavy-duty vehicles in each link. The current practice overestimates or underestimates emissions by 1–20% during different times of day, whereas the proposed method underestimates the emissions by about 3%. We conclude that the proposed approach can provide a cost-effective way of estimating reliable emission inventory and estimating time-dependent emission inventories for different pollutants."
15472450.2012.704338,"The traditional methodology for estimating vehicle emissions based on vehicle miles traveled and average speed is not reliable because it does not consider the effects of congestion, control devices, and driving mode (cruise, acceleration, deceleration, and idle). We developed an analytical model to predict vehicle activity on signalized arterials with emphasis on oversaturated traffic conditions. The model depends only on loop detector data and signal settings as inputs and provides estimates of the time spent in each driving mode, which consequently leads to more accurate vehicle emission estimates. The application of the proposed model on a real-world arterial shows that it accurately estimates the time spent and consequently the emissions per driving mode. We also applied the model to evaluate the effectiveness of signal timing optimization in reducing vehicle emissions."
15472450.2012.716670,"Most existing intersection signals are timed based on delay minimization. However, minimizing delay does not necessarily lead to the minimization of emissions at an intersection. No study has focused on the difference or the trade-off between delay based and emissions based signal optimization. Delay-based optimization typically uses macroscopic flow conditions such as traffic demands, saturation flow rates, and average delay. However, the latest emission model, MOVES (Motor Vehicle Emission Simulation), requires second-by-second individual vehicle speed profiles, which makes the model difficult to formulate directly in an emission-based signal optimization problem. This study first develops a methodology to derive vehicle profiles given macroscopic inputs so that MOVES can be applied to estimating emissions. Then an optimization methodology of signal timing is developed and solved with a genetic algorithm. The objective function of the optimization problem considers both delay and emissions, with the signal timing elements being the decision variables. Through a case study, the air quality benefit by reducing vehicle emissions through intersection signal control is demonstrated, and the trade-off between operational and emission performance measures is investigated. Furthermore, the air quality benefit from intersection signal control is discussed under different scenarios of cycle lengths, percentages of turning vehicles, and traffic demands on major/minor roads."
15472450.2012.716641,"The transportation sector consumes about 28% of the total energy expended by all sectors in the United States, according to the U.S. Energy Information Administration. This article proposes a renewable wind power system (RWPS) as an alternative power source for a signalized traffic intersection. The RWPS can be mounted on existing transportation infrastructure to provide green energy. Large-scale implementation of such a system has the potential to change the role of the public right-of-way from an energy consumer to an energy producer. This article provides a framework to investigate the physical and economic feasibility of installing an RWPS. Methodologies to conduct a structural analysis, site selection, and economic analysis are developed. A case study for an intersection in Lincoln, Nebraska, is used to demonstrate the application of evaluation procedures. The benefits of an RWPS are twofold: (a) the power generated by such a system can support the operation of traffic signals and any excess power produced can be sold back to the power grid; and (b) an RWPS provides a source of backup power in case of grid failure and thus increases the traffic network reliability. This article presents the methodologies to determine the economic value of an RWPS for both cases just described. The costs and benefits of providing RWPS are stated in dollar values. The decision to install an RWPS at an intersection can be made using a benefit–cost ratio. The case study shows that the RWPS is economically feasible at the subject intersection. The results also show that intersections with frequent power failures will have higher benefit–cost ratios. In the event of budget constraints, the methodologies developed in this article can be used to prioritize the investments."
15472450.2012.716651,"This article proposes a methodology that can be applied to evaluate the environmental and energy impacts of a de novo technology, the automated electric highway systems (AEHS). The authors used the Motor Vehicle Emission Simulator (MOVES) program to estimate the impacts on emissions and energy use associated with a hypothetical implementation of this technology on the Interstate 70 corridor in Missouri during the period 2011–2040. The estimation results suggest that application of AEHS on the study corridor would decrease fossil fuel energy use by more than 25%, while emissions would decrease by up to 27%, depending on the pollutant being considered. A sensitivity analysis was also performed, in order to assess the impact of different demand estimates for the system; a 10% reduction in AEHS vehicle miles traveled would have an effect of 5% or less on the criteria of interest. This article represents one of the first attempts to quantify the environmental benefits of this widely discussed technology, and can serve as a guiding methodology for evaluation of upcoming intelligent transportation system technologies."
15472450.2012.721330,"Mainstream traffic flow control (MTFC) on freeways, enabled via variable speed limits (VSL), is a traffic management tool capable of avoiding or, at least, postponing congestion formation on freeway bottlenecks, and may complement other existing measures. Two simple feedback controllers for local MTFC via VSL are proposed. Both controllers are evaluated and compared to a previously developed local MTFC feedback cascade controller and to a sophisticated optimal control approach. All feedback controllers rely on readily available real-time measurements, are simple and robust, and take into account a number of practical and safety restrictions; therefore, they are suitable for implementation in the field as a new or as part of an existing intelligent transportation systems infrastructure. The evaluations are conducted for a hypothetical freeway network by use of a validated second-order macroscopic traffic flow model. The results show that the feedback controllers exhibit a satisfactory control behavior and, indeed, approach the optimal control results. Recommendations for the operation of the feedback controllers are given."
15472450.2012.729380,"This article presents a priority signal control model for multiple bus requests. The proposed model aims to generate the optimal priority serving sequence to maximize the utilization of available green times by buses, but not to incur excessive congestion for other vehicular traffic. This study first depicts the serving sequence for multiple priority requests as a multistage decision process and explicitly models three bus priority strategies under the constraints of minimum green time, acceptable degree of saturation, and length of priority window. Further, it formulates a dynamic programming model to optimize the serving sequence for multiple priority requests as well as the corresponding signal timing plans under various levels of bus occupancy, schedule deviation, and traffic demand. A rolling time horizon approach is employed to solve the proposed model in real time. Comparative analysis results have shown that the proposed dynamic programming model outperforms the first-come-first-serve policy in terms of reducing bus delays, improving schedule adherence, and minimizing the impacts on other vehicular traffic. Computational performance analysis has further demonstrated the potential of the proposed model and algorithm to be applied in real-time bus priority control system."
15472450.2013.771105,"Safety and quality of travel on arterial networks tie closely to the performance of signalized intersections. Measures commonly used for intersection performance evaluations are control delay, queue length, and cycle failure. However, these variables are not directly available from typical configurations of traffic sensors designed for intersection signal control. Collecting vehicle control delay data manually for intersection performance measurement has been a task too time-consuming and labor-intensive to be practical. Video image processors (VIPs) have been increasingly deployed for intersection signal control in recent years. This study aims to use the extra detection capabilities of VIPs for performance monitoring at signalized intersections. Most VIPs can support up to 24 virtual loops, but normally less than half of the virtual loops are used. By properly configuring the spare virtual loops and analyzing the loop measurements, intersection performance can be monitored in real time. In this research, we propose an approach for measuring queue length and vehicle control delay at signalized intersections based on traffic count data collected with traffic sensors. This algorithm has been implemented in a computerized system called In-PerforM. The In-PerforM system was evaluated by both field tests and simulation experiments. Although the VIPs’ counting errors do affect the accuracy of field test results, we still received encouraging results on queue lengths and control delay measurements in both the field tests and simulation experiments. This demonstrates that the In-PerforM system, and therefore the proposed algorithm, has the potential to be a cost-effective approach for performance measurement at signalized intersections."
15472450.2013.801717,"This article deals with the application of artificial neural networks to model car following drivers’ behavior. The study is based on experimental data collected by several global positioning system-equipped vehicles that follow each other on urban roads. A “swarm” stochastic evolutionary algorithm has been applied in the training phase to improve convergence of the usual error-back propagation algorithm. Validation tests show that artificial neural networks (ANNs) provide a good approximation of driving patterns. Therefore, ANN can be suitably implemented in microsimulation models. In this regard, a new experimental calibration method for microsimulation software might consist of training one specific ANN for each representative individual of the driver population through systematic observations in the field or in virtual environment trials."
15472450.2013.773250,"Optimization of externalities and accessibility using dynamic traffic management measures on a strategic level is a specific example of solving a multi-objective network design problem. Solving this optimization problem is time consuming, because heuristics like evolutionary multi objective algorithms are needed and solving the lower level requires solving the dynamic user equilibrium problem. Using function approximation like response surface methods (RSM) in combination with evolutionary algorithms could accelerate the determination of the Pareto optimal set. Three algorithms in which RSM are used in different ways in combination with the Strength Pareto Evolutionary Algorithm 2+ (SPEA2+) are compared with employing the SPEA2+ without the use of these methods. The results show that the algorithms using RSM methods accelerate the search considerably at the start, but tend to converge more quickly, possibly to a local optimum, and therefore loose their head start. Therefore, usage of function approximation is mainly of interest if a limited number of exact evaluations can be done or this can be used as a pre phase in a hybrid approach."
15472450.2013.802156,"This article analyzes the role of advanced traveler information systems (ATIS) in conjunction with signal setting (SS) design. ATIS and SS are considered as planning options for network optimization under recurrent traffic conditions. The traffic network is considered in within-day static, as is usual for planning-oriented models. Both day-to-day static (equilibrium) and dynamic states are investigated. Notably, equilibrium and stability can influence the feasibility of SS solutions. In addition, the role of ATIS is assessed with regard to its suitability in equilibrating SS optima and/or stabilizing SS equilibria. Travelers’ compliance with information, which plays a crucial role in both optimization and stabilization, is explicitly modeled. A formal modeling framework is introduced, allowing SS and ATIS to be represented, and several benefits and drawbacks of SS and ATIS options are explored. The model is then used for simulations on a hypothetical network. The results suggest the potential of the modeling framework and lead to nontrivial findings about the role of ATIS."
15472450.2013.773225,"In real-time traffic management and intelligent transportation systems (ITS) applications, an accurate picture of the prevailing traffic state in terms of speeds and densities is critical, for which traffic state estimation methods are needed. The most popular and effective techniques used are so-called model-based traffic state estimators, which consist of a dynamic traffic flow model to predict the evolution of the state variables; a set of observation equations relating sensor observations to the system state; and data-assimilation techniques to combine the model predictions with the sensor observations. Commonly, both process and observation models are formulated in Eulerian (space–time) coordinates. However, recent studies show that (first-order) macroscopic traffic flow models can be formulated and solved more efficiently and accurately in Lagrangian (vehicle number–time) coordinates (which move with traffic stream) than in Eulerian coordinates (which are fixed in space). In this article such a Lagrangian system model for state estimation is used. The approach uses the extended Kalman filtering technique, in which the discretized Lagrangian kinematic wave model with an extension (node models) for network discontinuities is used as the process equation and the average relation between vehicle spacing and speed (the fundamental diagram) is used as the observation equation. The Lagrangian state estimator is validated and compared with its Eulerian counterpart based on ground-truth data from a microscopic simulation environment. The results demonstrate that network-wide Lagrangian state estimation is possible and provide evidence that the Lagrangian estimator outperforms the Eulerian approach."
15472450.2013.773249,"Despite its ever-increasing computing power, dynamic origin–destination (OD) estimation in congested networks remains troublesome. In previous research, we have shown that an unbiased estimation requires the calculation of the sensitivity of the link flows to all origin–destination flows, in order to incorporate the effects of congestion spillback. This is, however, computationally infeasible for large-scale networks. To overcome this issue, we propose a hierarchical approach for off-line application that decomposes the dynamic OD estimation procedure in space. The main idea is to perform a more accurate dynamic OD estimation only on subareas where there is congestion spillback. The output of this estimation is then used as input for the OD estimation on the whole network. This hierarchical approach solves many practical and theoretical limitations of traditional OD estimation methods. The main advantage is that different OD estimation method can be used for different parts of the network as necessary. This allows applying more advanced and accurate, but more time-consuming, methods only where necessary. The hierarchical approach is tested on a study network and on a real network. In both cases the proposed methodology performs better than traditional OD estimation approaches, indicating its merit."
15472450.2013.802152,"Online travel time estimation is receiving increasing attention. However, offline algorithms remain important, as databases of historical travel times are needed for many intelligent transportation systems applications. In this paper a parsimonious method is presented for estimating off-line travel times based on local speed measurements along a route with uninterrupted flow, for example, on motorways. The interpolation between the different detector locations is done by reconstructing trajectories based on traffic flow theoretical principles. The proposed method is efficient, easy to calibrate, and shows reliable results even when detector spacing is relatively high. The method is compared to other existing methods and validated on a 40-km highway."
15472450.2013.802155,"Travel times on the urban roadways are intrinsically uncertain. For known traffic conditions, a wide travel time distribution can be observed. Among all the components of travel times, delays incurred when approaching intersections constitute a large part of travel times that vehicles experience in urban trips. In this article, a model is presented for the delay distribution function for an urban trip with two fixed-time controlled intersections. Most parameters of the model are related to traffic control and flows, which can be directly calibrated from observations. The overflow queue distribution provides important parameters in the delay distribution function that have to be calibrated indirectly from traffic measurements, for example, from the measured delays and flows. Based on the directly observed and estimated model parameters, the delay distribution can be reconstructed. This article discusses the calibration procedure for delays. Two parameter estimation methods, namely, maximum likelihood (ML) and least squares (LS), are applied to estimate the overflow queue distribution from sample data simulated by VISSIM. Results show that estimation accuracy is not so susceptible to the choice of the estimation methods, sampling techniques, and sample size. The proposed delay model is able to successfully capture the delay process."
15472450.2013.801712,"This article presents a mixed-integer linear-programming formulation for integrating short-term maintenance planning in a network-wide railway rolling stock circulation problem. This is a key problem in railway rostering planning that requires covering a given set of services and maintenance works with a minimum amount of rolling stock units. In our formulation, a rostering solution is viewed as a minimal cost Hamiltonian cycle in a graph with service pairings, empty runs, and short-term maintenance tasks. We use a commercial MILP solver to compute efficient solutions in a short time. Experimental results on real-world scenarios from the main Italian railway company Trenitalia show that this integrated approach can reduce significantly the number of trains and empty runs when compared with the current rolling stock circulation plan."
15472450.2013.801714,"Railway traffic is operated according to a detailed schedule, specifying for each train its path through the network plus arrival and departure times at its scheduled stops. During daily operations, disturbances perturb the plan and dispatchers take action in order to keep operations feasible and to limit delay propagation. This article presents a thorough assessment of the possible application of an optimization-based framework for the evaluation of different timetables and proactive railway traffic management over a large network, considering stochastic disturbances. Two types of timetables are evaluated in detail: “ regular” and “ shuttle” timetables. The former is the regular plan of operations for normal traffic conditions, while the latter plan is designed to be robust against widespread disturbances, such as adverse weather, track blockage, and other operational failures. A test case is presented on a large Dutch railway network with heavy traffic, for which we compute by microsimulation detailed train movements at the level of block signals and at a precision of seconds. When comparing the timetables, a trade-off is found between the minimization of train delays, due to potential conflicts and due to delayed rolling stock and crew duties, and the minimization of passenger travel time between given origins and destinations."
15472450.2013.802160,"One of the effects of the development of air traffic during recent years has been the increase of congestion on major airports and their aprons, where ground handling operations take place. Efficiency and safety issues become important on the aprons. The “Integrated Airport Apron Safety Fleet Management—AAS” project aims at setting a decision support system for efficient and safe management of apron traffic, taking advantage of information gathered by “intelligent” vehicles equipped with on-board positioning and monitoring systems. In this project, we optimize the assignment of vehicles to apron operations. We present a mathematical formulation of the problem and sketch a fast sequential heuristic, which provides efficient assignments based on real-time data on position and status of vehicles and operations. We then discuss how the procedure can reach good trade-offs between efficiency and robustness against unpredicted, but frequent, delays occurring in real time at airports. The proposed approach has been applied to a major European airport (Berlin's Tegel), leading to efficiency improvements and reduction of expected delays due to handling operations."
15472450.2013.785327,"An integral component of (in-vehicle) navigation systems is the determination of optimal routes to the desired destination. An implicit assumption in the underlying algorithms is that people do not make mistakes when following the prescribed routes. This is, however, not always consistent with reality, especially when driving in unfamiliar environments. This article presents a first look at the possibility of mistakes when driving. This possibility is formalized in a Markov decision process. It is demonstrated that quite paradoxical situations can occur when accounting for mistakes. As the most interesting—but perhaps extreme—example, we have shown that under certain conditions, it is no longer optimal to recommend drivers to take the shortest route. Instead, a longer route (in certain cases even the longest!) becomes optimal. Numerical results are provided throughout the article to reveal the fundamental properties of this problem."
15472450.2013.801708,"Single-loop detectors are the most common sensors employed by freeway traffic management agencies. The data are used for traffic management and traveler information. Single-loop detectors can only measure flow and occupancy. Although speed is often the most useful metric, it can only be estimated at conventional single-loop detectors. Typically this estimate comes from the quotient of flow and occupancy multiplied by the fixed, assumed average effective vehicle length. This conventional approach is limited because the actual average effective vehicle length will vary from sample to sample. Many researchers have proposed alternatives to address this problem, and although many of the methods work well under normal conditions, there has been limited research into methods that yield reliable estimates under heavy truck traffic. Heavy truck flows may arise as a function of location or time of day, for example, with proximity to a trucking facility or in early mornings when the number of passenger vehicles drops, respectively. This article presents a new methodology to estimate speed from single-loop detectors in conditions where trucks comprise a large percentage of the fleet. While the focus is on single loop detectors, the work is equally applicable to side-fire microwave radar detectors that emulate single-loop detectors."
15472450.2013.801711,"Advanced traffic management systems rely heavily on technology to perform accurate estimations of the current state of the traffic as well as its short-term evolution. The objectives are improving traffic flow and enhancing road safety. Their success is based on accurate monitoring of two key variables, specifically speed and occupancy. The latter of the two has, to date, received significantly less attention from the scientific community. In this work we present a lightweight method to perform “on-line” occupancy estimation. We first propose three occupancy measurements calculated from data collected by a floating car: vehicle count, percentage of stop time, and headway. We then extend these discrete values to a continuous estimation of occupancy in space and time. The proposed estimators are based on a pairwise linear regression of each of the previously calculated measurements over certain references obtained from other floating cars or magnetic loop detectors. The method has been calibrated and validated under real traffic conditions and data. Despite the ease of implementation, the method is able to reproduce the occupancy values generated by the actual loop detectors, achieving promising results, with estimation errors down to 6.52%, even before multivehicle systems are considered."
15472450.2013.802151,"To ensure the effective operation of traffic signal systems, different signal timings should be designed to accommodate traffic pattern variations. One of the greatest challenges is the identification of appropriate time-of-day (TOD) breakpoints, where different signal timings could be implemented during the time periods between two consecutive breakpoints. This research presents an advanced cluster analysis aimed at identifying TOD breakpoints for coordinated, semiactuated modes when it is necessary for multiple intersection operations to be considered simultaneously. Different from previous studies, this proposed methodology considers the time of traffic occurring as one dimension in clustering and uses continuous traffic data obtained through innovative, nonintrusive data collection techniques, which significantly improve this method's performance. The operability of this proposed method is demonstrated in a case study of a corridor located in Tampa, FL. The traffic simulation results reported in this article reveal that this novel procedure performs better than existing TOD signal timing plans."
15472450.2013.806851,"This study investigates the time-dependent reliable shortest path problem (TD-RSPP), which is commonly encountered in congested urban road networks. Two variants of TD-RSPP are considered in this study. The first variant is to determine the earliest arrival time and associated reliable shortest path for a given departure time, referred to as the “forward” TD-RSPP. The second problem is to determine the latest departure time and associated reliable shortest path for a given preferred arrival time, referred as the “backward” TD-RSPP. It is shown in this article that TD-RSPP is not reversible. The backward TD-RSPP cannot be solved by the algorithms designed for the forward problem using the reverse search from destination to origin. In this study, two efficient solution algorithms are proposed to solve the forward and backward TD-RSPP exactly and the optimality of proposed algorithms is rigorously proved. The proposed solution algorithms have potential applications in both advanced traveler information systems and stochastic dynamic traffic assignment models."
15472450.2013.806858,"In this study, we explored the potential of using electronic toll collection (ETC)-derived data that are a part of intelligent transport systems (ITS). Dynamic origin–destination (OD) traffic volumes were estimated using ETC data on the Hanshin Expressway. A dynamic OD estimation model that was suggested in a previous study was used, and abundant ETC data were input to improve the estimation accuracy. The results of OD estimation were analyzed to understand traffic demand and its variation. External factors were clarified that have an influence on variances in the OD flows, and statistical analysis methods for the variations were proposed depending on the factors. Moreover, the improvements in traffic simulation accuracy and performance as a result of using ETC data as input variables in the simulation models were discussed. According to the results of this study, ETC data have potential to assist in understaningd traffic demand and its variation, and the results can be applied to network management."
15472450.2013.806854,"This article describes the first application of a novel path flow and origin/destination (OD) matrix estimator for iterated dynamic traffic assignment (DTA) microsimulations. The presented approach, which operates on a trip-based demand representation, is derived from an agent-based DTA calibration methodology that relies on an activity-based demand model (Flötteröd, Bierlaire, & Nagel, 2011). The objective of this work is to demonstrate the transferability of the agent-based approach to the more widely used OD matrix-based demand representation. The calibration (i) operates at the same disaggregate level as the microsimulation and (ii) has drastic computational advantages over conventional OD matrix estimators in that the demand adjustments are conducted within the iterative loop of the DTA microsimulation, which results in a running time of the calibration that is in the same order of magnitude as a plain simulation. We describe an application of this methodology to the trip-based DRACULA microsimulation and present an illustrative example that clarifies its capabilities."
15472450.2013.806847,"This study focuses on the possibility that providing travelers with information on travel time distribution, along with the existing travel time information, might affect their decision making and enhance traffic control. As an initial step to confirm the effectiveness of travel time distribution information, we use a laboratory experiment to obtain panel data of route choices when information is provided. The rationality of the behavior of the respondents and the characteristics of the route choice are first analyzed by aggregation analysis and then statistically examined by specifying a mixed logit route choice model. As a result, it is revealed that both travel time information and maximum travel time information significantly affect route choice behavior when a penalty is imposed for late arrival."
15472450.2013.810994,"In this article, we investigate discretionary lane change (DLC) characteristics using Next Generation SIMulation (NGSIM) data sets. We first develop a set of heuristic rules to automatically filter out abnormal samples from a massive trajectory data set and identify DLC trajectories from a mixture of mandatory lane change (MLC) and DLC trajectories. Then, we investigate a variety of DLC characteristics. We demonstrate that the kernel part of every normal DLC trajectory can be approximately depicted by a certain fifth-order polynomial. Moreover, we discuss the definition of begin/end points of DLC actions and show that the duration time of DLC actions follows a log-normal distribution with respect to navigation speed. All the findings can help promote temporal and spatial accuracy of lane changing models."
15472450.2013.824757,"Freeway incidents not only threaten travelers’ safety but also cause severe congestion. Incident-induced delay (IID) refers to the extra travel delay resulting from incidents on top of the recurrent congestion. Quantifying IID would help people better understand the real cost of incidents, maximize the benefit-cost ratio of investment on incident remedy actions, and develop active traffic management and integrated corridor management strategies. By combining a modified queuing diagram and short-term traffic flow forecasting techniques, this study proposes an approach to estimate the temporal IID for a roadway section, given that the incidents occurs between two traffic flow detectors. The approach separates IID from the total travel delay, estimates IID for each individual incident, and only takes volume as input for IID quantification, avoiding using speed data that are widely involved in previous algorithms yet are less available or prone to poor data quality. Therefore, this approach can be easily deployed to broader ranges where only volume data are available. To verify its estimation accuracy, this study captures two incident videos and extracts ground-truth IID data, which is rarely done by previous studies. The verification shows that the IID estimation errors of the proposed approach are within 6% for both cases. The approach has been implemented in a Web-based system, which enables quick, convenient, and reliable freeway IID estimation in the Puget Sound region in the state of Washington."
15472450.2013.824762,"Traditionally, traffic monitoring requires data from traffic cameras, loop detectors, or probe vehicles that are usually operated by dedicated employees. In efforts to reduce the capital and operational costs associated with traffic monitoring, departments of transportation have explored the feasibility of using global positioning system (GPS) data loggers on their probe vehicles that are postprocessed for analyzing the traffic patterns on desired routes. Furthermore, most cell phones are equipped with embedded assisted-GPS (AGPS) chips, and if the mode of transportation the phone is in can be anonymously identified, the phones can be treated as if they are probe vehicles that are voluntarily hovering throughout the city, at minimal additional costs. Emerging cell phones known as “smartphones” are equipped with additional sensors including an accelerometer and magnetometer. The accelerometer can directly measure the acceleration values, as opposed to having acceleration values derived from speed values in conventional GPS sensors. The magnetometer can measure mode-specific electromagnetic levels. Smartphones are subscribed with roadside Internet data plans that can provide an essential platform for real-time traffic monitoring. In this article, neural network-based artificial intelligence is used to identify the mode of transportation by detecting the patterns of distinct physical profile of each mode that consists of speed, acceleration, number of satellites in view, and electromagnetic levels. Results show that newly available values in smartphones improve the mode detection rates when compared with using conventional GPS data loggers. When smartphones are in known orientations, they can provide three-dimensional (3-D) acceleration values that can further improve mode detection accuracies."
15472450.2013.824763,"In most metropolitan areas, an emergency evacuation may require a potentially large number of pedestrians to walk some distance to access their passenger cars or resort to transit systems. In this process, the massive number of pedestrians may place a tremendous burden on vehicles in the roadway network, especially at critical intersections. Thus, the effective road enforcement of the vehicle and pedestrian flows and the proper coordination between these two flows at critical intersections during a multimodal evacuation process is a critical issue in evacuation planning. This article presents an integrated linear model for the design of optimized flow plans for massive mixed pedestrian–vehicle flows within an evacuation zone. The optimized flow can also be used to generate signal timing plans at critical intersections. In addition, the linear nature of the model can circumvent the computational burden to apply in large-scale networks. An illustrating example of the evacuation around the M&T Bank Stadium in downtown Baltimore, MD, is presented and used to demonstrate the model's capability to address the complex interactions between vehicle and pedestrian flows within an evacuation zone. Results of simulation experiments verify the applicability of our model to a real-world scenario and further indicate that accounting for such conflicting movements will yield more reliable estimation of an evacuation's required clearance time."
15472450.2013.836927,"The positioning quality of global navigation satellite system (GNSS), or GNSS quality of service (QoS), is a major factor impacting real-time navigation performance. Commonly requested routes (i.e., shortest or fastest) may include areas with poor GNSS QoS, which can subsequently degrade navigation performance. To provide alternative routes with high or acceptable GNSS QoS along a route, a novel optimal routing for navigation systems/services based on GNSS QoS by utilizing integrated GNSS (iGNSS) QoS prediction is presented in this article. New routing criteria based on GNSS QoS are maximum availability, maximum accuracy, maximum continuity, and maximum reliability. Two experiments were conducted to compare GNSS QoS-based routes against shortest routes. In one experiment, routes were simulated, and in another, generated routes based on GNSS QoS were evaluated against GPS-based trajectories as ground truths. The results show that GNSS QoS-based routes provide routes with higher QoS, more than 50%, and longer, about 50%, than shortest routes."
15472450.2013.836928,"Car-sharing systems are an alternative to private transportation whereby a person may use an automobile without having to own the vehicle. The classical systems in Europe are organized in stations scattered around the city where a person may pick up a vehicle and afterward return it to the same station (round trip). Allowing a person to drop off the vehicle at any station, called one-way system, poses a significant logistics problem because it creates a significant stock imbalance at the stations, which means that there will be times when users will not have a vehicle available for their trip. Previous mathematical programming formulations have tried to overcome this limitation by optimizing trip selection and station location in a city in order to capture the best trips for balancing the system. But there was one main limitation: The users were assumed to be inflexible with respect to their choice of a station, and held to use only the one closest to their origin and destination. If the user is willing to use the second or even the third closest station the user could benefit from using real-time information on vehicle stocks at each station and be able to select the one with available capacity. In this article we extend a previous model for trip selection and station location that takes that aspect into account by considering more vehicle pick-up and drop-off station options and then apply it to a trip origin–destination matrix from the Lisbon region in Portugal. Through the extended formulation we were able to conclude that user flexibility allied with having information on vehicle stocks increases the profit of the company, as people will go directly to a station with a vehicle available, thus making the use of the fleet more efficient. Observing the size of the stations resulting from the model, we also concluded that the effect of information is enhanced by large car-sharing systems consisting of many small stations."
