paper_id,doi,title,year,startpp,endpp,cited,issue_no,pdf_url,paper_type,title_pro,abstract,abstract_pro
15472450.2014.936292,10.1080/15472450.2014.936292,Real-Time Dynamic Transit Signal Priority Optimization for Coordinated Traffic Networks Using Genetic Algorithms and Artificial Neural Networks,2015,327,338,24,2015-19-4,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.936292,regular,real time dynamic transit signal priority optimization for coordinated traffic networks using genetic algorithms and artificial neural networks,"Transit signal priority (TSP) has gained popularity in providing public transportation buses with preferential treatment at signalized intersections. Many studies have addressed its implementation in prompting enhanced public transportation service, such as reducing person delay and reducing transit travel time. However, most TSP implementations are done at the intersection level. Only a few studies have addressed the problem of integrating signal priority in coordinated real-time traffic signal control systems. A particular problem in this case is the uncertainty of predicting transit movements when considering the variability of dwell times at service stops. This study presents the development of a real-time traffic signal control integrating traffic signal timing optimization and TSP control using genetic algorithms (GA) and artificial neural networks (ANN) modeling. The GA is used to find near-optimal signal timings. Six different signal control systems were evaluated: fixed-time control with and without standard TSP, actuated signal control with and without standard TSP, real-time GA-based control without TSP, and real-time GA-based with advanced TSP logic. The standard TSP is implemented at the intersection level, by providing either early green (red truncation) or green extension strategies whenever a bus exists. A traffic signal control system that incorporates GA to optimize the fitness function and ANN for transit travel time prediction is developed. A microscopic simulation environment using VISSIM 4.3 simulation environment is used to test the previously mentioned six traffic control systems. The simulation results show that the proposed control system can reduce transit vehicle delay and improve schedule adherence. The reductions in delay and schedule adherence are statistically significant.",transit signal priority  has gained popularity in providing public transportation buses with preferential treatment at signalized intersections many studies have addressed its implementation in prompting enhanced public transportation service such as reducing person delay and reducing transit travel time however most tsp implementations are done at the intersection level only a few studies have addressed the problem of integrating signal priority in coordinated realtime traffic signal control systems a particular problem in this case is the uncertainty of predicting transit movements when considering the variability of dwell times at service stops this study presents the development of a realtime traffic signal control integrating traffic signal timing optimization and tsp control using genetic algorithms  and artificial neural networks  modeling the ga is used to find nearoptimal signal timings six different signal control systems were evaluated fixedtime control with and without standard tsp actuated signal control with and without standard tsp realtime gabased control without tsp and realtime gabased with advanced tsp logic the standard tsp is implemented at the intersection level by providing either early green  or green extension strategies whenever a bus exists a traffic signal control system that incorporates ga to optimize the fitness function and ann for transit travel time prediction is developed a microscopic simulation environment using vissim  simulation environment is used to test the previously mentioned six traffic control systems the simulation results show that the proposed control system can reduce transit vehicle delay and improve schedule adherence the reductions in delay and schedule adherence are statistically significant
15472450.2014.936294,10.1080/15472450.2014.936294,A Probe-Based Variable Speed Limit System,2015,339,354,15,2015-19-4,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.936294,regular,a probe based variable speed limit system,"This article presents the results of an evaluation of a candidate variable speed limit (VSL) system that takes the space mean speeds (SMSs) from probe vehicles as its main input. The presented algorithm extends the capability of a model predictive control (MPC) VSL model with the input of SMS derived from vehicle probes and their corresponding space-based densities, instead of spot-based densities and detector speeds. The developed probe-based VSL was evaluated on an 8-km stretch of Highway 2, in Calgary, Alberta, Canada, using Paramics microsimulation software. The performance of the probe-based VSL algorithm was examined under various traffic conditions and probe vehicle parameters. The findings of the probe-based VSL analysis support previous findings taking input from point detectors and showing that the efficiency of the VSL strategies was efficient only for a limited range of traffic conditions. The results of the analysis show the effectiveness of developing advanced freeway control algorithms that use the main input parameters from vehicle probes. The performance of the probe-based VSL system was also comparable to, and in some cases outperformed, the point-based detector algorithm. However, the algorithm was shown to be effective only for a high frequency of information updates and under a relatively high percentage of vehicles probe penetration percentage.",this article presents the results of an evaluation of a candidate variable speed limit  system that takes the space mean speeds  from probe vehicles as its main input the presented algorithm extends the capability of a model predictive control  vsl model with the input of sms derived from vehicle probes and their corresponding spacebased densities instead of spotbased densities and detector speeds the developed probebased vsl was evaluated on an km stretch of highway  in calgary alberta canada using paramics microsimulation software the performance of the probebased vsl algorithm was examined under various traffic conditions and probe vehicle parameters the findings of the probebased vsl analysis support previous findings taking input from point detectors and showing that the efficiency of the vsl strategies was efficient only for a limited range of traffic conditions the results of the analysis show the effectiveness of developing advanced freeway control algorithms that use the main input parameters from vehicle probes the performance of the probebased vsl system was also comparable to and in some cases outperformed the pointbased detector algorithm however the algorithm was shown to be effective only for a high frequency of information updates and under a relatively high percentage of vehicles probe penetration percentage
15472450.2014.941750,10.1080/15472450.2014.941750,Using LIDAR to Validate the Performance of Vehicle Classification Stations,2015,355,369,12,2015-19-4,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.941750,regular,using lidar to validate the performance of vehicle classification stations,"Vehicle classification is an important traffic parameter for transportation planning and infrastructure management. Vehicle classification stations depend on accurate calibration and validation to yield meaningful results. Operating agencies spend millions of dollars to deploy vehicle classification stations to collect classified count data, yet very few of these stations are ever subjected to a rigorous performance evaluation to ensure that they are reporting accurate data. To date such performance monitoring has been prohibitively labor intensive and prone to human error. To address this problem we develop a classification performance monitoring system to allow operating agencies to rapidly assess the health of their classification stations on a per vehicle basis. We eliminate most of the labor demands and instead deploy a portable nonintrusive vehicle classification system (PNVCS) to classify vehicles, concurrent with an existing classification station. This article uses a LIDAR-based PNVCS but our approach is compatible with many other PNVCSs. The processing requires several intermediate steps, developed herein, including synchronizing the independent clocks and matching observations of a given vehicle between the two classification systems. The performance monitoring methodology automatically compares the vehicle classification between the existing classification station and the PNVCS for each vehicle. If the two classification systems agree, the given vehicle is automatically taken as a success. A human only looks at the vehicle when the two systems disagree, and for this task we have developed tools to semi-automate the manual validation process, greatly increasing the efficiency and accuracy of the human user. Thus, the PNVCS must be accurate enough to be used as a baseline, as verified herein. The methodology is applied to over 21,000 vehicles from several permanent and temporary vehicle classification stations to evaluate the performance of axle and length-based classification stations. The automated process does the bulk of the work, with only 8% of the vehicles requiring manual intervention. The user typically spent 3–5 seconds per vehicle reviewed, translating into only a few minutes to process the exceptions from all lanes over 1 hour of data. This approach offers a cost-effective solution to ensure that classification stations are providing accurate data, and for permanent classification stations the additional labor is a fraction of the cost to deploy the station in the first place.",vehicle classification is an important traffic parameter for transportation planning and infrastructure management vehicle classification stations depend on accurate calibration and validation to yield meaningful results operating agencies spend millions of dollars to deploy vehicle classification stations to collect classified count data yet very few of these stations are ever subjected to a rigorous performance evaluation to ensure that they are reporting accurate data to date such performance monitoring has been prohibitively labor intensive and prone to human error to address this problem we develop a classification performance monitoring system to allow operating agencies to rapidly assess the health of their classification stations on a per vehicle basis we eliminate most of the labor demands and instead deploy a portable nonintrusive vehicle classification system  to classify vehicles concurrent with an existing classification station this article uses a lidarbased pnvcs but our approach is compatible with many other pnvcss the processing requires several intermediate steps developed herein including synchronizing the independent clocks and matching observations of a given vehicle between the two classification systems the performance monitoring methodology automatically compares the vehicle classification between the existing classification station and the pnvcs for each vehicle if the two classification systems agree the given vehicle is automatically taken as a success a human only looks at the vehicle when the two systems disagree and for this task we have developed tools to semiautomate the manual validation process greatly increasing the efficiency and accuracy of the human user thus the pnvcs must be accurate enough to be used as a baseline as verified herein the methodology is applied to over  vehicles from several permanent and temporary vehicle classification stations to evaluate the performance of axle and lengthbased classification stations the automated process does the bulk of the work with only  of the vehicles requiring manual intervention the user typically spent  seconds per vehicle reviewed translating into only a few minutes to process the exceptions from all lanes over hour of data this approach offers a costeffective solution to ensure that classification stations are providing accurate data and for permanent classification stations the additional labor is a fraction of the cost to deploy the station in the first place
15472450.2014.972762,10.1080/15472450.2014.972762,An Arterial Incident Detection Procedure Utilizing Real-Time Vehicle Reidentification Travel Time Data,2015,370,384,2,2015-19-4,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.972762,regular,an arterial incident detection procedure utilizing real time vehicle reidentification travel time data,"Our road and highway system has become a source of multiple types of “big data.” One such type of data is travel time data obtained from vehicle reidentification systems, a type that is increasingly available due to the implementation of existing and relatively new technologies such as license-plate recognition and Bluetooth-based wireless vehicle identification. Travel time data obtained in real time from such systems are used to update estimated travel times displayed on variable message signs, and research has also been conducted that utilizes travel time data as inputs to incident detection algorithms. Implementation of such systems and prior research has primarily focused on freeways and other free-flowing roads. However, such systems for travel time data collection are also being implemented on arterials. In this research an incident detection procedure that utilizes point-to-point travel time data obtained from an arterial vehicle reidentification system is developed and evaluated. Historical travel time data provided by a Bluetooth-based travel time data collection system and reported incident data are utilized to evaluate the procedure. The results show that the procedure provides a good balance of detection and false alarm rates.",our road and highway system has become a source of multiple types of big data one such type of data is travel time data obtained from vehicle reidentification systems a type that is increasingly available due to the implementation of existing and relatively new technologies such as licenseplate recognition and bluetoothbased wireless vehicle identification travel time data obtained in real time from such systems are used to update estimated travel times displayed on variable message signs and research has also been conducted that utilizes travel time data as inputs to incident detection algorithms implementation of such systems and prior research has primarily focused on freeways and other freeflowing roads however such systems for travel time data collection are also being implemented on arterials in this research an incident detection procedure that utilizes pointtopoint travel time data obtained from an arterial vehicle reidentification system is developed and evaluated historical travel time data provided by a bluetoothbased travel time data collection system and reported incident data are utilized to evaluate the procedure the results show that the procedure provides a good balance of detection and false alarm rates
15472450.2014.989718,10.1080/15472450.2014.989718,"Operational Analysis of a Freeway Variable Speed Limit System in St. Louis, Missouri",2015,385,398,6,2015-19-4,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.989718,regular,operational analysis of a freeway variable speed limit system in st  louis  missouri,"Variable speed limit (VSL) systems have been more widely implemented in Europe compared to the United States. Studies have demonstrated positive safety impacts of such systems; however, there are very few studies that used actual deployment data to investigate the operational benefits of VSL systems. This article presents the operational impacts of a VSL deployment on Interstate 270 in the state of Missouri in the United States. Techniques such as parametric curve fitting, nonparametric methods, and other statistical tests were used to identify the changes between before and after traffic conditions. The effect of VSL on traffic performance was investigated at eight heavily congested locations. The two-dimensional Kolmogorov–Smirnov test results indicated that flow–occupancy diagram changes were statistically significant at seven out of eight locations. The slopes of flow–occupancy plots for over critical occupancies were found to be steeper after VSL. Slight changes in critical occupancy were observed after VSL implementation. However, the changes were inconsistent across locations, with some witnessing an increase and others witnessing a decrease. The maximum flow prior to breakdown (the prebreakdown flow) decreased at four locations and increased at four locations after VSL. The maximum flow after breakdown (the postbreakdown flow) decreased at three locations and increased at five locations after VSL. The average daily duration of congestion decreased at five locations and increased at three locations after VSL. Findings of this study help to develop VSL control algorithms that are more efficient in improving VSL traffic operations benefits.",variable speed limit  systems have been more widely implemented in europe compared to the united states studies have demonstrated positive safety impacts of such systems; however there are very few studies that used actual deployment data to investigate the operational benefits of vsl systems this article presents the operational impacts of a vsl deployment on interstate  in the state of missouri in the united states techniques such as parametric curve fitting nonparametric methods and other statistical tests were used to identify the changes between before and after traffic conditions the effect of vsl on traffic performance was investigated at eight heavily congested locations the twodimensional kolmogorovsmirnov test results indicated that flowoccupancy diagram changes were statistically significant at seven out of eight locations the slopes of flowoccupancy plots for over critical occupancies were found to be steeper after vsl slight changes in critical occupancy were observed after vsl implementation however the changes were inconsistent across locations with some witnessing an increase and others witnessing a decrease the maximum flow prior to breakdown  decreased at four locations and increased at four locations after vsl the maximum flow after breakdown  decreased at three locations and increased at five locations after vsl the average daily duration of congestion decreased at five locations and increased at three locations after vsl findings of this study help to develop vsl control algorithms that are more efficient in improving vsl traffic operations benefits
15472450.2014.995760,10.1080/15472450.2014.995760,Allocation Planning for Probe Taxi Devices Aimed at Minimizing Losses to Travel Time Information Users,2015,399,410,5,2015-19-4,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.995760,regular,allocation planning for probe taxi devices aimed at minimizing losses to travel time information users,"In many cities, taxis equipped with global positioning system (GPS) devices are used as probe vehicles. However, there are cases when the data from such taxis are not suitable for use as traffic information because of long data polling intervals. There are also developing countries in which taxis are not equipped with GPS devices. In such cases, a probe vehicle system has to be established by allocating probe vehicle devices to taxi dispatch centers (TDCs). In this study, the authors analyze the efficient allocation of such probe vehicle devices to TDCs under the cost constraint and the assumption of independent link travel times, adopting a definition of efficiency based on the loss to travel time information users resulting from information errors. The travel time information obtained using a probe vehicle system is the sample mean of a statistical distribution and should be treated as a statistical variable. Thus, the information error, which leads to losses to information users, is also a statistical variable. The allocation problem minimizes such losses. The results from a case study show that the loss to information users changes with the time of day and among different city areas. It is also shown that probe devices should be evenly allocated among TDCs. If either the number of probe devices or the data collection period is limited, more probe devices should be allocated to the central urban area where the traffic is heavier.",in many cities taxis equipped with global positioning system  devices are used as probe vehicles however there are cases when the data from such taxis are not suitable for use as traffic information because of long data polling intervals there are also developing countries in which taxis are not equipped with gps devices in such cases a probe vehicle system has to be established by allocating probe vehicle devices to taxi dispatch centers  in this study the authors analyze the efficient allocation of such probe vehicle devices to tdcs under the cost constraint and the assumption of independent link travel times adopting a definition of efficiency based on the loss to travel time information users resulting from information errors the travel time information obtained using a probe vehicle system is the sample mean of a statistical distribution and should be treated as a statistical variable thus the information error which leads to losses to information users is also a statistical variable the allocation problem minimizes such losses the results from a case study show that the loss to information users changes with the time of day and among different city areas it is also shown that probe devices should be evenly allocated among tdcs if either the number of probe devices or the data collection period is limited more probe devices should be allocated to the central urban area where the traffic is heavier
15472450.2014.1000456,10.1080/15472450.2014.1000456,Accuracy Analysis of Freeway Traffic Speed Estimation Based on the Integration of Cellular Probe System and Loop Detectors,2015,411,426,17,2015-19-4,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.1000456,regular,accuracy analysis of freeway traffic speed estimation based on the integration of cellular probe system and loop detectors,"Traffic speed estimation is a fundamental task for traffic management centers and a critical element of intelligent transportation systems. For this purpose, various sensors are used to collect traffic speed information. The cellular probe system is gaining market penetration and becomes a newly effective and practical traffic speed measurement technique. In this article, the handoff system, one type of cellular probe technology, is used for speed detection. However, the handoff coverage size is usually variable and consecutive handoff points are usually far apart on a freeway. To improve the accuracy of speed estimation, this article proposes a travel-time-based method to aggregate the estimation results of the cellular probe system and loop detectors. For the purpose of a rigorous analysis, data are generated from microscopic simulation models of virtual one-direction freeway segments under various traffic conditions. Thus, the correlations between estimation accuracy and handoff distance, traffic condition, and the number of loop detectors are evaluated and analyzed. The results show that best performance is achieved with the shortest handoff distance. The aggregation of estimated speeds from cellular probe system and loop detectors can improve the speed estimation accuracy by taking advantage of each sensor if the space of loop detectors is more than 500 m. Also, an increasing number of loop detectors will improve the accuracy. Furthermore, the improvement of integration accuracy is much better under free flow conditions than under congested conditions.",traffic speed estimation is a fundamental task for traffic management centers and a critical element of intelligent transportation systems for this purpose various sensors are used to collect traffic speed information the cellular probe system is gaining market penetration and becomes a newly effective and practical traffic speed measurement technique in this article the handoff system one type of cellular probe technology is used for speed detection however the handoff coverage size is usually variable and consecutive handoff points are usually far apart on a freeway to improve the accuracy of speed estimation this article proposes a traveltimebased method to aggregate the estimation results of the cellular probe system and loop detectors for the purpose of a rigorous analysis data are generated from microscopic simulation models of virtual onedirection freeway segments under various traffic conditions thus the correlations between estimation accuracy and handoff distance traffic condition and the number of loop detectors are evaluated and analyzed the results show that best performance is achieved with the shortest handoff distance the aggregation of estimated speeds from cellular probe system and loop detectors can improve the speed estimation accuracy by taking advantage of each sensor if the space of loop detectors is more than m also an increasing number of loop detectors will improve the accuracy furthermore the improvement of integration accuracy is much better under free flow conditions than under congested conditions
15472450.2014.889935,10.1080/15472450.2014.889935,Network Traffic Control in Cyber-Transportation Systems Accounting for User-Level Fairness,2016,4,16,4,2016-20-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889935,regular,network traffic control in cyber transportation systems accounting for user level fairness,"This research identifies the advantage of connected vehicle environment in cyber-transportation systems (CTS) and proposes control strategies that can yield benefits from system and user perspectives. Particularly, the focus is to minimize the total stopped delay at signalized intersections for the entire trip of a user. Further, we define and assess the notion of fairness from the user perspective. We develop and implement a vehicle-to-infrastructure (V2I)-based signal controller within the framework of CTS. The test results from a network containing 15 signalized intersections show that the proposed fair queuing (FQ) algorithm performs better than the fixed control and real-time adaptive control in terms of both efficiency (system travel time) and fairness (minimizing the difference between maximum and mean intersection delay) across users.",this research identifies the advantage of connected vehicle environment in cybertransportation systems  and proposes control strategies that can yield benefits from system and user perspectives particularly the focus is to minimize the total stopped delay at signalized intersections for the entire trip of a user further we define and assess the notion of fairness from the user perspective we develop and implement a vehicletoinfrastructure based signal controller within the framework of cts the test results from a network containing  signalized intersections show that the proposed fair queuing  algorithm performs better than the fixed control and realtime adaptive control in terms of both efficiency  and fairness  across users
15472450.2014.889918,10.1080/15472450.2014.889918,Intersection Management via Vehicle Connectivity: The Intersection Cooperative Adaptive Cruise Control System Concept,2016,17,32,64,2016-20-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889918,regular,intersection management via vehicle connectivity  the intersection cooperative adaptive cruise control system concept,"Since the introduction of the vehicle infrastructure integration (VII) and connected vehicle (CV) initiatives in the United States, numerous in-vehicle technologies based on wireless communications are currently being deployed. One of these technologies is cooperative adaptive cruise control (CACC) systems, which provide better connectivity, safety, and mobility by allowing vehicles to travel in denser platoons through vehicle-to-vehicle (V2V) communication. Accordingly, the research presented in this article develops a simulation/optimization tool that optimizes the movement of CACC-equipped vehicles as a replacement for traditional intersection control. This system, which is named iCACC, assumes that the intersection controller receives vehicle requests to travel through an intersection and advises each vehicle on the optimum course of action ensuring no crashes occur while at the same time minimizing the intersection delay. Four intersection control scenarios are compared, namely: a traffic signal, an all-way stop control (AWSC), a roundabout, and the iCACC controller. The results show that the proposed iCACC system significantly reduces the average intersection delay and fuel consumption level by 90 and 45%, respectively. Additionally, the article investigates the impact of vehicle dynamics, weather conditions, and level of market penetration of equipped vehicles on the future of automated vehicle control.",since the introduction of the vehicle infrastructure integration  and connected vehicle  initiatives in the united states numerous invehicle technologies based on wireless communications are currently being deployedone of these technologies is cooperative adaptive cruise control  systems which provide better connectivity safety and mobility by allowing vehicles to travel in denser platoons through vehicletovehicle  communication accordingly the research presented in this article develops a simulationoptimization tool that optimizes the movement of caccequipped vehicles as a replacement for traditional intersection control this system which is named icacc assumes that the intersection controller receives vehicle requests to travel through an intersection and advises each vehicle on the optimum course of action ensuring no crashes occur while at the same time minimizing the intersection delay four intersection control scenarios are compared namely a traffic signal an allway stop control  a roundabout and the icacc controller the results show that the proposed icacc system significantly reduces the average intersection delay and fuel consumption level by  and  respectively additionally the article investigates the impact of vehicle dynamics weather conditions and level of market penetration of equipped vehicles on the future of automated vehicle control
15472450.2014.889916,10.1080/15472450.2014.889916,Leveraging Connected Vehicle Technology and Telematics to Enhance Vehicle Fuel Efficiency in the Vicinity of Signalized Intersections,2016,33,44,28,2016-20-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889916,regular,leveraging connected vehicle technology and telematics to enhance vehicle fuel efficiency in the vicinity of signalized intersections,"Driving on highways and arterial roadways involves vehicle acceleration, braking, cruising, coasting, and idling episodes. As the vehicle speed deviates from its “fuel optimum speed,” additional fuel is consumed, thus reducing the vehicle fuel efficiency. The research presented in this article develops a connected vehicle application entitled Eco-Cooperative Adaptive Cruise Control (ECACC) that uses infrastructure-to-vehicle (I2V) communication to receive signal phasing and timing (SPaT) data, predict future constraints on a vehicle's trajectory, and optimize its trajectory to minimize the vehicle's fuel consumption level. The trajectory optimization is made using a moving horizon dynamic programming (DP) approach. A modified A-star algorithm is developed to enhance the computational efficiency of the DP for use in real-time implementations. The model is calibrated and tested on 30 top-sold vehicles in the United States and is demonstrated to provide fuel savings within the vicinity of signalized intersections in the range of 5 to 30%.",driving on highways and arterial roadways involves vehicle acceleration braking cruising coasting and idling episodes as the vehicle speed deviates from its fuel optimum speed additional fuel is consumed thus reducing the vehicle fuel efficiency the research presented in this article develops a connected vehicle application entitled ecocooperative adaptive cruise control  that uses infrastructuretovehicle  communication to receive signal phasing and timing  data predict future constraints on a vehicles trajectory and optimize its trajectory to minimize the vehicles fuel consumption level the trajectory optimization is made using a moving horizon dynamic programming  approach a modified astar algorithm is developed to enhance the computational efficiency of the dp for use in realtime implementations the model is calibrated and tested on  topsold vehicles in the united states and is demonstrated to provide fuel savings within the vicinity of signalized intersections in the range of  to 
15472450.2014.889926,10.1080/15472450.2014.889926,Microscopic Estimation of Freeway Vehicle Positions From the Behavior of Connected Vehicles,2016,45,54,18,2016-20-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889926,regular,microscopic estimation of freeway vehicle positions from the behavior of connected vehicles,"Given the current connected vehicles program in the United States, as well as other similar initiatives in vehicular networking, it is highly likely that vehicles will soon wirelessly transmit status data, such as speed and position, to nearby vehicles and infrastructure. This will drastically impact the way traffic is managed, allowing for more responsive traffic signals, better traffic information, and more accurate travel time prediction. Research suggests that to begin experiencing these benefits, at least 20% of vehicles must communicate, with benefits increasing with higher penetration rates. Because of bandwidth limitations and a possible slow deployment of the technology, only a portion of vehicles on the roadway will participate initially. Fortunately, the behavior of these communicating vehicles may be used to estimate the locations of nearby noncommunicating vehicles, thereby artificially augmenting the penetration rate and producing greater benefits. We propose an algorithm to predict the locations of individual noncommunicating vehicles based on the behaviors of nearby communicating vehicles by comparing a communicating vehicle's acceleration with its expected acceleration as predicted by a car-following model. Based on analysis from field data, the algorithm is able to predict the locations of 30% of vehicles with 9-m accuracy in the same lane, with only 10% of vehicles communicating. Similar improvements were found at other initial penetration rates of less than 80%. Because the algorithm relies on vehicle interactions, estimates were accurate only during or downstream of congestion. The proposed algorithm was merged with an existing ramp metering algorithm and was able to significantly improve its performance at low connected vehicle penetration rates and maintain performance at high penetration rates.",given the current connected vehicles program in the united states as well as other similar initiatives in vehicular networking it is highly likely that vehicles will soon wirelessly transmit status data such as speed and position to nearby vehicles and infrastructure this will drastically impact the way traffic is managed allowing for more responsive traffic signals better traffic information and more accurate travel time prediction research suggests that to begin experiencing these benefits at least  of vehicles must communicate with benefits increasing with higher penetration rates because of bandwidth limitations and a possible slow deployment of the technology only a portion of vehicles on the roadway will participate initially fortunately the behavior of these communicating vehicles may be used to estimate the locations of nearby noncommunicating vehicles thereby artificially augmenting the penetration rate and producing greater benefits we propose an algorithm to predict the locations of individual noncommunicating vehicles based on the behaviors of nearby communicating vehicles by comparing a communicating vehicles acceleration with its expected acceleration as predicted by a carfollowing model based on analysis from field data the algorithm is able to predict the locations of  of vehicles with m accuracy in the same lane with only  of vehicles communicating similar improvements were found at other initial penetration rates of less than  because the algorithm relies on vehicle interactions estimates were accurate only during or downstream of congestion the proposed algorithm was merged with an existing ramp metering algorithm and was able to significantly improve its performance at low connected vehicle penetration rates and maintain performance at high penetration rates
15472450.2014.889924,10.1080/15472450.2014.889924,Calibrating Communication Simulator for Connected Vehicle Applications,2016,55,65,3,2016-20-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889924,regular,calibrating communication simulator for connected vehicle applications,"Research efforts focused on the connected vehicle (CV) technology applications typically assume perfect communications among the vehicles and between the vehicles and the roadside equipment. However, a few studies, including this one, pointed out that the wireless communications experience packet drops, which might lead to a serious downgrade of the safety critical CV applications. Thus, the wireless communication simulators used to emulate the communications performance need to be properly calibrated to replicate the real-world vehicular communication environments. This study calibrated an NCTUns simulator for the dedicated short range communications (DSRC) of CV technology using the DSRC field test data executed on an instrumented intersection at the Turner–Fairbank Highway Research Center. Physical layer parameters (e.g., data rate and transmission power) as well as channel models are calibrated. The calibration applied a Latin hypercube sampling technique to generate multiple combinations of parameter sets. The calibrated NCTUns simulator produced much more realistic outputs than the uncalibrated one. Then a signalized intersection was simulated in a case study to further investigate the packet drops of DSRC-based CV communications. The results indicated that there were significant packet drops, requiring further research before implementing safety critical CV applications.",research efforts focused on the connected vehicle  technology applications typically assume perfect communications among the vehicles and between the vehicles and the roadside equipment however a few studies including this one pointed out that the wireless communications experience packet drops which might lead to a serious downgrade of the safety critical cv applications thus the wireless communication simulators used to emulate the communications performance need to be properly calibrated to replicate the realworld vehicular communication environments this study calibrated an nctuns simulator for the dedicated short range communications  of cv technology using the dsrc field test data executed on an instrumented intersection at the turnerfairbank highway research center physical layer parameters  as well as channel models are calibrated the calibration applied a latin hypercube sampling technique to generate multiple combinations of parameter sets the calibrated nctuns simulator produced much more realistic outputs than the uncalibrated one then a signalized intersection was simulated in a case study to further investigate the packet drops of dsrcbased cv communications the results indicated that there were significant packet drops requiring further research before implementing safety critical cv applications
15472450.2014.889941,10.1080/15472450.2014.889941,Using Traffic Microsimulation to Assess Deployment Strategies for the Connected Vehicle Safety Pilot,2016,66,74,10,2016-20-1,https://www.tandfonline.com/doi/full/10.1080/15472450.2014.889941,regular,using traffic microsimulation to assess deployment strategies for the connected vehicle safety pilot,"The Connected Vehicle Safety Pilot Model Deployment is a major test of safety applications that are based on vehicle-to-vehicle (V2V) and vehicle-to-infrastructure (V2I) dedicated short range communications (DSRC). Approximately 3000 vehicles in a mid-sized city (Ann Arbor, MI) will be equipped with devices in order to assess safety benefits in a naturalistic environment. To ensure that sufficient data are collected, participants will be chosen so that their vehicles will interact frequently with each other and with the roadside equipment. Since the 3000 vehicles are a small fraction of all vehicles in the city, choosing a deployment strategy requires careful analysis of the network and traffic flows. This research describes the development of a regional traffic microsimulation model that was used to estimate the number and spatial/temporal locations of V2V interactions under various deployment strategies. Steps taken to develop the model included the following: (a) converted the existing network planning model for the Ann Arbor area to a regional microsimulation model, (b) developed a method to identify the numbers, origins, and destinations of trips using equipped vehicles, and (c) developed postprocessing code to track all equipped vehicles from the second-by-second microsimulation vehicle snapshot data and to identify interactions between equipped vehicles. This interaction information was integrated with available Integrated Vehicle-Based Safety Systems (IVBSS) data to estimate the potential number of conflicts among equipped vehicles. The resulting model was used to assess various safety deployment scenarios in a field operational test.",the connected vehicle safety pilot model deployment is a major test of safety applications that are based on vehicletovehicle  and vehicletoinfrastructure  dedicated short range communications  approximately  vehicles in a midsized city  will be equipped with devices in order to assess safety benefits in a naturalistic environment to ensure that sufficient data are collected participants will be chosen so that their vehicles will interact frequently with each other and with the roadside equipment since the  vehicles are a small fraction of all vehicles in the city choosing a deployment strategy requires careful analysis of the network and traffic flows this research describes the development of a regional traffic microsimulation model that was used to estimate the number and spatialtemporal locations of vv interactions under various deployment strategies steps taken to develop the model included the following  converted the existing network planning model for the ann arbor area to a regional microsimulation model  developed a method to identify the numbers origins and destinations of trips using equipped vehicles and  developed postprocessing code to track all equipped vehicles from the secondbysecond microsimulation vehicle snapshot data and to identify interactions between equipped vehicles this interaction information was integrated with available integrated vehiclebased safety systems  data to estimate the potential number of conflicts among equipped vehicles the resulting model was used to assess various safety deployment scenarios in a field operational test
